Area Name,Last residence,Total migrants Persons,Total migrants Males,Total migrantsFemales,Work/employment Persons,Work/employment Males,Work/employment Females,Business Persons,Business Males,Business Females,Education Persons,Education Males,Education Females,Marriage Persons,Marriage Males,Marriage Females,Moved after birth Persons,Moved after birth Males,Moved after birth Females,Moved with householdPersons,Moved with household Males,Moved with household Females,Others Persons,Others Males,Others Females
tamil nadu,tamil nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamil nadu,puducherry,81039,30575,50464,6373,5358,1015,443,318,125,827,515,312,26078,1063,25015,17892,9813,8079,9115,4108,5007,20311,9400,10911
tamil nadu,andaman & nicobar islands,3595,1735,1860,622,534,88,42,32,10,164,100,64,635,41,594,145,86,59,969,385,584,1018,557,461
tripura,jammu & kashmir,194,156,38,18,17,1,0,0,0,1,1,0,7,1,6,0,0,0,31,14,17,137,123,14
tripura,himachal pradesh,115,61,54,18,17,1,1,0,1,5,2,3,9,0,9,0,0,0,41,11,30,41,31,10
tripura,punjab,232,139,93,39,35,4,3,3,0,2,0,2,13,2,11,3,2,1,84,34,50,88,63,25
tripura,chandigargh,14,9,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,8,4,4,3,2,1
tripura,uttranchal,447,219,228,58,57,1,1,1,0,12,7,5,19,1,18,1,1,0,232,69,163,124,83,41
tripura,haryana,191,116,75,34,30,4,3,3,0,2,1,1,8,1,7,0,0,0,63,21,42,81,60,21
tripura,nct of delhi,132,67,65,25,24,1,1,1,0,1,0,1,18,1,17,0,0,0,42,14,28,45,27,18
tripura,rajasthan,850,477,373,121,114,7,73,68,5,4,3,1,102,11,91,19,7,12,296,117,179,235,157,78
tripura,uttar pradesh,1492,905,587,454,424,30,27,23,4,31,25,6,131,5,126,11,7,4,367,126,241,471,295,176
tripura,bihar,3538,2419,1119,1509,1366,143,192,182,10,7,5,2,298,7,291,18,12,6,720,284,436,794,563,231
tripura,sikkim,64,23,41,2,2,0,0,0,0,0,0,0,26,0,26,1,1,0,19,9,10,16,11,5
tripura,arunachal pradesh,151,70,81,33,28,5,0,0,0,12,8,4,25,2,23,1,0,1,49,13,36,31,19,12
tripura,nagaland,218,90,128,26,22,4,4,4,0,4,4,0,56,4,52,4,1,3,80,34,46,44,21,23
tripura,manipur,332,157,175,58,51,7,6,6,0,11,11,0,64,2,62,2,0,2,98,29,69,93,58,35
tripura,mizoram,28292,14510,13782,191,137,54,50,33,17,70,57,13,67,19,48,13,7,6,6509,2877,3632,21392,11380,10012
tripura,tripura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripura,meghalaya,906,400,506,100,86,14,20,19,1,19,13,6,249,6,243,24,13,11,269,131,138,225,132,93
tripura,assam,17827,6214,11613,1931,1687,244,416,388,28,119,81,38,7719,165,7554,153,92,61,4056,1921,2135,3433,1880,1553
tripura,west bengal,4457,2160,2297,905,821,84,142,134,8,45,33,12,1069,29,1040,63,25,38,1284,561,723,949,557,392
tripura,jharkhand,2470,1302,1168,1537,929,608,12,10,2,2,2,0,98,1,97,7,2,5,453,175,278,361,183,178
tripura,odisha,561,318,243,270,199,71,7,6,1,1,0,1,33,1,32,2,1,1,161,60,101,87,51,36
tripura,chhattisgarh,41,16,25,4,3,1,0,0,0,1,1,0,6,0,6,1,0,1,17,6,11,12,6,6
tripura,madhya pradesh,137,76,61,22,17,5,1,1,0,2,1,1,10,0,10,0,0,0,47,20,27,55,37,18
tripura,gujarat,70,39,31,16,15,1,0,0,0,1,1,0,5,0,5,0,0,0,30,13,17,18,10,8
tripura,daman & diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripura,dadra & nagar haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripura,maharashtra,235,119,116,34,31,3,1,1,0,4,3,1,17,2,15,1,0,1,73,27,46,105,55,50
tripura,andhra pradesh,172,89,83,48,46,2,2,2,0,1,0,1,15,1,14,0,0,0,71,17,54,35,23,12
tripura,karnataka,128,66,62,26,22,4,1,1,0,0,0,0,13,2,11,4,3,1,32,6,26,52,32,20
tripura,goa,4,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
tripura,lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripura,kerala,296,156,140,85,71,14,4,4,0,4,2,2,24,2,22,1,1,0,91,22,69,87,54,33
tripura,tamil nadu,208,128,80,72,65,7,0,0,0,0,0,0,19,1,18,1,1,0,57,20,37,59,41,18
tripura,puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripura,andaman & nicobar islands,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0
uttar pradesh,jammu & kashmir,12998,6892,6106,2213,1988,225,105,75,30,1270,1026,244,1302,28,1274,70,40,30,5419,2070,3349,2619,1665,954
uttar pradesh,himachal pradesh,17832,6400,11432,3145,2834,311,110,76,34,208,145,63,6685,87,6598,141,86,55,4638,1648,2990,2905,1524,1381
uttar pradesh,punjab,129732,62758,66974,26240,23345,2895,1451,1154,297,464,304,160,29767,485,29282,1269,823,446,47095,21867,25228,23446,14780,8666
uttar pradesh,chandigargh,6666,2630,4036,976,837,139,73,54,19,60,49,11,1695,26,1669,100,57,43,2594,997,1597,1168,610,558
uttar pradesh,uttranchal,271989,80252,191737,40431,36737,3694,1104,674,430,3461,2636,825,131033,1224,129809,1881,1118,763,60548,22741,37807,33531,15122,18409
uttar pradesh,haryana,165918,32748,133170,12981,11528,1453,1247,909,338,811,627,184,105037,927,104110,785,469,316,24708,9909,14799,20349,8379,11970
uttar pradesh,nct of delhi,301690,110188,191502,31608,27793,3815,3183,2216,967,1817,1139,678,96054,1034,95020,4388,2449,1939,110215,46320,63895,54425,29237,25188
uttar pradesh,rajasthan,192369,33406,158963,14042,11993,2049,1251,783,468,1197,1015,182,128057,1123,126934,899,513,386,22568,8326,14242,24355,9653,14702
uttar pradesh,uttar pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uttar pradesh,bihar,621010,197410,423600,100378,88685,11693,3150,2186,964,13389,12150,1239,297336,2784,294552,3541,2082,1459,107710,41875,65835,95506,47648,47858
uttar pradesh,sikkim,290,147,143,66,57,9,2,0,2,33,24,9,34,0,34,5,2,3,100,31,69,50,33,17
uttar pradesh,arunachal pradesh,732,330,402,105,96,9,1,1,0,50,36,14,159,3,156,7,5,2,281,106,175,129,83,46
uttar pradesh,nagaland,7984,1559,6425,511,423,88,29,18,11,58,45,13,5146,33,5113,26,17,9,966,377,589,1248,646,602
uttar pradesh,manipur,4410,1073,3337,266,231,35,22,13,9,298,270,28,2648,21,2627,8,6,2,474,186,288,694,346,348
uttar pradesh,mizoram,248,98,150,46,43,3,1,0,1,14,13,1,98,0,98,1,1,0,42,14,28,46,27,19
uttar pradesh,tripura,1632,567,1065,195,168,27,11,5,6,64,56,8,614,7,607,17,14,3,367,135,232,364,182,182
uttar pradesh,meghalaya,982,430,552,128,112,16,8,7,1,33,19,14,186,1,185,9,5,4,481,217,264,137,69,68
uttar pradesh,assam,98615,22806,75809,7791,6726,1065,387,241,146,1344,1128,216,55832,681,55151,430,264,166,13742,5233,8509,19089,8533,10556
uttar pradesh,west bengal,144411,42312,102099,21615,18229,3386,1208,825,383,2763,2373,390,70699,654,70045,1104,620,484,25275,9072,16203,21747,10539,11208
uttar pradesh,jharkhand,133768,55886,77882,39035,26938,12097,578,427,151,2962,2457,505,35798,367,35431,666,379,287,28172,11152,17020,26557,14166,12391
uttar pradesh,odisha,20853,8688,12165,5179,4168,1011,110,80,30,373,321,52,6353,69,6284,107,61,46,4691,1703,2988,4040,2286,1754
uttar pradesh,chhattisgarh,105322,50419,54903,39328,23085,16243,181,97,84,347,301,46,10237,124,10113,338,187,151,29674,12718,16956,25217,13907,11310
uttar pradesh,madhya pradesh,463175,61100,402075,25957,21064,4893,1632,795,837,2207,1807,400,336387,3303,333084,1566,936,630,39719,14168,25551,55707,19027,36680
uttar pradesh,gujarat,23182,8443,14739,3229,2880,349,284,205,79,380,321,59,8574,100,8474,293,164,129,5754,2239,3515,4668,2534,2134
uttar pradesh,daman & diu,71,28,43,12,10,2,0,0,0,3,3,0,28,0,28,1,1,0,11,6,5,16,8,8
uttar pradesh,dadra & nagar haveli,229,79,150,22,21,1,2,2,0,1,0,1,91,2,89,3,2,1,61,24,37,49,28,21
uttar pradesh,maharashtra,47114,17868,29246,5977,5340,637,435,310,125,684,564,120,16407,193,16214,882,501,381,12099,4719,7380,10630,6241,4389
uttar pradesh,andhra pradesh,10952,4738,6214,1906,1656,250,91,62,29,431,380,51,2561,34,2527,129,69,60,3668,1282,2386,2166,1255,911
uttar pradesh,karnataka,13236,4033,9203,1620,1372,248,54,24,30,319,268,51,5710,38,5672,85,49,36,3259,1158,2101,2189,1124,1065
uttar pradesh,goa,591,243,348,102,88,14,5,4,1,8,5,3,143,2,141,10,7,3,209,83,126,114,54,60
uttar pradesh,lakshadweep,14,8,6,3,3,0,0,0,0,2,2,0,3,0,3,0,0,0,0,0,0,6,3,3
uttar pradesh,kerala,16835,7200,9635,6172,3773,2399,112,75,37,669,412,257,2276,63,2213,292,146,146,4499,1406,3093,2815,1325,1490
uttar pradesh,tamil nadu,8996,4004,4992,2024,1710,314,77,54,23,234,187,47,1855,32,1823,130,77,53,3115,1080,2035,1561,864,697
uttar pradesh,puducherry,427,137,290,62,51,11,3,2,1,8,8,0,189,3,186,5,3,2,112,46,66,48,24,24
uttar pradesh,andaman & nicobar islands,473,203,270,60,55,5,2,0,2,8,4,4,78,1,77,5,2,3,220,79,141,100,62,38
uttarakhand,jammu & kashmir,6725,3522,3203,1390,1259,131,64,58,6,262,186,76,973,9,964,61,38,23,2582,1085,1497,1393,887,506
uttarakhand,himachal pradesh,18855,7670,11185,3277,2913,364,116,87,29,483,336,147,6217,71,6146,120,74,46,5951,2602,3349,2691,1587,1104
uttarakhand,punjab,41894,20255,21639,8660,7857,803,376,337,39,474,323,151,9622,127,9495,551,330,221,15501,7040,8461,6710,4241,2469
uttarakhand,chandigargh,2552,1103,1449,355,316,39,20,16,4,81,56,25,574,6,568,78,43,35,971,399,572,473,267,206
uttarakhand,uttranchal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uttarakhand,haryana,24415,10164,14251,4133,3824,309,359,323,36,439,301,138,7830,66,7764,358,229,129,7551,3224,4327,3745,2197,1548
uttarakhand,nct of delhi,26383,11517,14866,3438,3132,306,231,201,30,930,658,272,6630,61,6569,742,426,316,8836,3697,5139,5576,3342,2234
uttarakhand,rajasthan,12443,6267,6176,2521,2334,187,142,128,14,282,199,83,2200,15,2185,174,109,65,5074,2128,2946,2050,1354,696
uttarakhand,uttar pradesh,582405,251112,331293,137122,127743,9379,3759,3230,529,9737,7757,1980,187857,1573,186284,6030,3673,2357,171446,69594,101852,66454,37542,28912
uttarakhand,bihar,42688,27749,14939,18678,18106,572,237,216,21,713,602,111,5302,60,5242,364,211,153,11316,4283,7033,6078,4271,1807
uttarakhand,sikkim,316,166,150,57,50,7,3,3,0,32,12,20,26,0,26,5,4,1,129,47,82,64,50,14
uttarakhand,arunachal pradesh,634,267,367,90,81,9,5,2,3,32,18,14,130,0,130,7,5,2,210,78,132,160,83,77
uttarakhand,nagaland,5999,2291,3708,969,885,84,20,17,3,132,86,46,2137,21,2116,56,33,23,1532,632,900,1153,617,536
uttarakhand,manipur,751,410,341,128,116,12,3,3,0,101,81,20,91,0,91,10,9,1,261,103,158,157,98,59
uttarakhand,mizoram,556,201,355,56,53,3,2,1,1,13,9,4,221,6,215,2,1,1,155,77,78,107,54,53
uttarakhand,tripura,402,196,206,74,67,7,1,1,0,10,6,4,42,0,42,4,1,3,169,62,107,102,59,43
uttarakhand,meghalaya,1049,412,637,111,104,7,2,2,0,26,16,10,294,4,290,12,7,5,354,144,210,250,135,115
uttarakhand,assam,7657,3584,4073,1518,1410,108,29,27,2,200,146,54,1629,8,1621,75,46,29,2859,1127,1732,1347,820,527
uttarakhand,west bengal,19801,9500,10301,4582,4070,512,99,81,18,298,227,71,4137,27,4110,152,91,61,6989,2704,4285,3544,2300,1244
uttarakhand,jharkhand,14105,9094,5011,6879,6341,538,24,21,3,218,169,49,1778,5,1773,83,45,38,3279,1248,2031,1844,1265,579
uttarakhand,odisha,5066,2465,2601,1120,1043,77,24,19,5,227,146,81,1133,7,1126,46,28,18,1409,522,887,1107,700,407
uttarakhand,chhattisgarh,3664,1979,1685,1146,885,261,15,12,3,105,68,37,522,1,521,40,23,17,991,361,630,845,629,216
uttarakhand,madhya pradesh,12600,5287,7313,2049,1848,201,45,33,12,230,181,49,3791,29,3762,116,58,58,3879,1559,2320,2490,1579,911
uttarakhand,gujarat,6134,2287,3847,859,765,94,34,27,7,115,93,22,2100,13,2087,64,43,21,2019,819,1200,943,527,416
uttarakhand,daman & diu,88,47,41,12,11,1,2,2,0,15,12,3,12,0,12,2,1,1,29,11,18,16,10,6
uttarakhand,dadra & nagar haveli,15,9,6,3,3,0,1,1,0,1,0,1,5,0,5,0,0,0,2,2,0,3,3,0
uttarakhand,maharashtra,8383,4011,4372,1350,1217,133,46,42,4,214,154,60,1302,11,1291,129,66,63,3685,1508,2177,1657,1013,644
uttarakhand,andhra pradesh,2313,1215,1098,531,470,61,14,13,1,94,64,30,309,3,306,40,22,18,877,339,538,448,304,144
uttarakhand,karnataka,2721,1397,1324,656,591,65,11,10,1,95,76,19,519,2,517,43,25,18,859,339,520,538,354,184
uttarakhand,goa,333,156,177,63,57,6,1,1,0,7,3,4,69,1,68,5,4,1,116,40,76,72,50,22
uttarakhand,lakshadweep,54,28,26,14,12,2,1,1,0,1,1,0,7,1,6,0,0,0,21,9,12,10,4,6
uttarakhand,kerala,2509,1268,1241,735,507,228,9,6,3,95,75,20,272,6,266,34,22,12,782,276,506,582,376,206
uttarakhand,tamil nadu,5921,2619,3302,733,656,77,19,17,2,72,54,18,1364,12,1352,64,37,27,1579,661,918,2090,1182,908
uttarakhand,puducherry,94,52,42,23,22,1,1,1,0,4,4,0,17,0,17,0,0,0,32,14,18,17,11,6
uttarakhand,andaman & nicobar islands,73,35,38,12,10,2,0,0,0,3,3,0,10,0,10,3,2,1,31,12,19,14,8,6
west bengal,jammu & kashmir,5999,3692,2307,1205,1169,36,552,539,13,105,82,23,332,11,321,137,86,51,2463,934,1529,1205,871,334
west bengal,himachal pradesh,2055,1168,887,332,313,19,40,39,1,51,36,15,213,4,209,35,16,19,720,287,433,664,473,191
west bengal,punjab,21966,12010,9956,3991,3807,184,1507,1426,81,283,213,70,3804,87,3717,597,380,217,7127,3095,4032,4657,3002,1655
west bengal,chandigargh,1690,865,825,248,215,33,37,33,4,39,24,15,153,2,151,45,23,22,758,324,434,410,244,166
west bengal,uttranchal,6526,3769,2757,1103,1050,53,89,83,6,141,107,34,673,20,653,113,70,43,2614,1136,1478,1793,1303,490
west bengal,haryana,14876,8374,6502,2317,2209,108,1486,1426,60,271,225,46,2380,39,2341,441,286,155,4916,2169,2747,3065,2020,1045
west bengal,nct of delhi,17617,8833,8784,2544,2318,226,477,421,56,392,295,97,2566,66,2500,644,358,286,6273,2450,3823,4721,2925,1796
west bengal,rajasthan,60963,33628,27335,9897,9435,462,6632,6314,318,846,729,117,11384,175,11209,2168,1399,769,18450,8494,9956,11586,7082,4504
west bengal,uttar pradesh,298356,184056,114300,96530,93761,2769,13792,13118,674,3245,2765,480,51473,1319,50154,8158,5146,3012,72898,34030,38868,52260,33917,18343
west bengal,bihar,1123729,685189,438540,370467,351451,19016,54119,51785,2334,9594,8466,1128,220828,5077,215751,25833,16559,9274,247330,119780,127550,195558,132071,63487
west bengal,sikkim,5108,1803,3305,606,540,66,94,75,19,162,103,59,2016,40,1976,85,50,35,1088,485,603,1057,510,547
west bengal,arunachal pradesh,1297,697,600,169,152,17,15,14,1,63,51,12,128,0,128,27,14,13,477,191,286,418,275,143
west bengal,nagaland,1713,936,777,191,168,23,46,40,6,76,55,21,182,6,176,47,32,15,760,350,410,411,285,126
west bengal,manipur,1947,1025,922,245,222,23,38,36,2,213,159,54,222,4,218,35,19,16,692,264,428,502,321,181
west bengal,mizoram,440,265,175,37,30,7,4,3,1,60,45,15,20,0,20,7,5,2,126,54,72,186,128,58
west bengal,tripura,15705,8454,7251,2133,1928,205,537,498,39,719,565,154,2241,57,2184,257,151,106,6098,2893,3205,3720,2362,1358
west bengal,meghalaya,5611,2611,3000,642,553,89,112,94,18,201,122,79,951,16,935,130,79,51,2165,955,1210,1410,792,618
west bengal,assam,145242,65837,79405,14545,12924,1621,3996,3707,289,1916,1401,515,36395,663,35732,2687,1605,1082,54788,26517,28271,30915,19020,11895
west bengal,west bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
west bengal,jharkhand,441058,158995,282063,93318,74967,18351,6622,5943,679,3675,3035,640,195550,5124,190426,8339,5071,3268,73851,33389,40462,59703,31466,28237
west bengal,odisha,158486,85248,73238,53803,50585,3218,3637,3411,226,1635,1406,229,45379,1190,44189,3022,1778,1244,27543,12044,15499,23467,14834,8633
west bengal,chhattisgarh,14482,7071,7411,4229,3142,1087,156,138,18,151,124,27,2543,71,2472,342,203,139,4460,1925,2535,2601,1468,1133
west bengal,madhya pradesh,15293,7463,7830,2610,2328,282,322,284,38,328,262,66,2871,53,2818,540,319,221,5302,2278,3024,3320,1939,1381
west bengal,gujarat,20262,10563,9699,3279,2993,286,1908,1708,200,232,185,47,3878,72,3806,753,450,303,6089,2597,3492,4123,2558,1565
west bengal,daman & diu,51,30,21,14,14,0,1,1,0,1,1,0,7,0,7,3,2,1,16,5,11,9,7,2
west bengal,dadra & nagar haveli,45,22,23,5,5,0,0,0,0,0,0,0,4,0,4,3,2,1,17,8,9,16,7,9
west bengal,maharashtra,21830,10992,10838,3249,2937,312,634,578,56,403,280,123,3329,65,3264,927,531,396,7882,3104,4778,5406,3497,1909
west bengal,andhra pradesh,26024,12572,13452,6298,5923,375,344,302,42,459,387,72,6273,77,6196,1208,724,484,6745,2519,4226,4697,2640,2057
west bengal,karnataka,5810,3013,2797,1026,934,92,106,90,16,106,93,13,662,17,645,170,100,70,2304,910,1394,1436,869,567
west bengal,goa,566,299,267,159,125,34,11,11,0,7,7,0,70,3,67,20,9,11,158,61,97,141,83,58
west bengal,lakshadweep,11,8,3,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,1,1,4,3,1
west bengal,kerala,10509,5420,5089,2846,2308,538,180,158,22,296,240,56,1274,28,1246,329,173,156,3022,1117,1905,2562,1396,1166
west bengal,tamil nadu,10666,5488,5178,2276,2027,249,301,260,41,332,277,55,1532,38,1494,357,185,172,3359,1239,2120,2509,1462,1047
west bengal,puducherry,146,75,71,23,17,6,10,8,2,6,6,0,19,1,18,10,4,6,47,22,25,31,17,14
west bengal,andaman & nicobar islands,1083,518,565,154,138,16,10,9,1,65,34,31,128,3,125,35,15,20,455,171,284,236,148,88
nct of delhi,jammu & kashmir,40041,20896,19145,8541,7818,723,663,576,87,942,658,284,4212,41,4171,693,408,285,16879,6470,10409,8111,4925,3186
nct of delhi,himachal pradesh,77015,43057,33958,27139,25967,1172,499,441,58,1533,1154,379,12659,140,12519,2117,1239,878,25195,9274,15921,7873,4842,3031
nct of delhi,punjab,256119,127755,128364,59386,55774,3612,4989,4521,468,2464,1753,711,51827,582,51245,7822,4898,2924,98058,41468,56590,31573,18759,12814
nct of delhi,chandigargh,14894,6993,7901,3383,3023,360,194,173,21,347,229,118,2814,22,2792,702,393,309,5801,2260,3541,1653,893,760
nct of delhi,uttranchal,302406,170237,132169,112294,107995,4299,1310,1094,216,5725,4614,1111,46942,397,46545,5818,3470,2348,101310,34799,66511,29007,17868,11139
nct of delhi,haryana,555173,238692,316481,124640,117980,6660,7626,7004,622,6302,4813,1489,179727,1283,178444,10776,6797,3979,178425,73806,104619,47677,27009,20668
nct of delhi,nct of delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nct of delhi,rajasthan,275045,146425,128620,90209,84148,6061,2970,2679,291,3097,2468,629,47114,492,46622,7806,4650,3156,98402,36225,62177,25447,15763,9684
nct of delhi,uttar pradesh,2296367,1298961,997406,857173,824557,32616,12450,10994,1456,22496,18162,4334,358329,3651,354678,49695,29010,20685,796704,283681,513023,199520,128906,70614
nct of delhi,bihar,725565,497626,227939,360593,350695,9898,2354,2095,259,16009,14527,1482,56591,603,55988,13754,7627,6127,212563,75300,137263,63701,46779,16922
nct of delhi,sikkim,1649,908,741,502,455,47,24,20,4,101,57,44,221,5,216,24,14,10,654,264,390,123,93,30
nct of delhi,arunachal pradesh,2160,1193,967,632,591,41,7,7,0,131,88,43,207,2,205,55,24,31,910,343,567,218,138,80
nct of delhi,nagaland,17898,10486,7412,6892,6488,404,106,92,14,441,286,155,2133,25,2108,535,322,213,6107,2173,3934,1684,1100,584
nct of delhi,manipur,5747,3291,2456,1467,1222,245,67,54,13,1548,1040,508,430,6,424,79,38,41,1571,593,978,585,338,247
nct of delhi,mizoram,1789,1029,760,611,565,46,2,2,0,180,99,81,188,2,186,53,35,18,578,218,360,177,108,69
nct of delhi,tripura,2151,1187,964,724,652,72,16,15,1,86,63,23,257,2,255,40,21,19,745,255,490,283,179,104
nct of delhi,meghalaya,6373,3289,3084,1916,1745,171,44,41,3,186,112,74,958,9,949,135,82,53,2581,973,1608,553,327,226
nct of delhi,assam,29246,16177,13069,9277,8431,846,354,317,37,1298,982,316,3448,40,3408,499,306,193,11515,4313,7202,2855,1788,1067
nct of delhi,west bengal,171904,97458,74446,70946,63929,7017,1418,1247,171,2863,1982,881,21613,234,21379,3357,1874,1483,56295,18894,37401,15412,9298,6114
nct of delhi,jharkhand,112716,71406,41310,51623,47439,4184,440,381,59,4583,3854,729,10339,98,10241,2329,1302,1027,33388,11770,21618,10014,6562,3452
nct of delhi,odisha,40886,25412,15474,17945,16472,1473,203,172,31,1649,1396,253,4190,37,4153,739,410,329,10843,3620,7223,5317,3305,2012
nct of delhi,chhattisgarh,18731,9916,8815,7501,5985,1516,71,62,9,251,170,81,1808,23,1785,451,236,215,7150,2553,4597,1499,887,612
nct of delhi,madhya pradesh,100153,53194,46959,34447,31079,3368,617,519,98,1332,998,334,15230,137,15093,2910,1725,1185,36323,13007,23316,9294,5729,3565
nct of delhi,gujarat,30334,15119,15215,8796,7883,913,358,311,47,386,271,115,5312,64,5248,981,594,387,11592,4267,7325,2909,1729,1180
nct of delhi,daman & diu,1279,809,470,406,389,17,8,8,0,13,9,4,99,1,98,43,25,18,342,153,189,368,224,144
nct of delhi,dadra & nagar haveli,252,123,129,23,18,5,3,2,1,3,2,1,46,1,45,4,2,2,46,20,26,127,78,49
nct of delhi,maharashtra,63544,30690,32854,16490,14734,1756,643,534,109,856,565,291,10344,112,10232,2143,1211,932,26401,9733,16668,6667,3801,2866
nct of delhi,andhra pradesh,23087,11468,11619,7050,5920,1130,142,119,23,652,486,166,2822,44,2778,896,467,429,8863,3006,5857,2662,1426,1236
nct of delhi,karnataka,18200,9190,9010,5387,4675,712,132,99,33,426,292,134,2125,25,2100,581,306,275,7520,2622,4898,2029,1171,858
nct of delhi,goa,6739,3590,3149,1103,1005,98,29,26,3,43,30,13,621,9,612,82,43,39,2222,972,1250,2639,1505,1134
nct of delhi,lakshadweep,500,260,240,175,152,23,3,3,0,9,5,4,92,1,91,15,7,8,133,51,82,73,41,32
nct of delhi,kerala,69538,33828,35710,32403,22178,10225,320,251,69,2103,755,1348,7890,119,7771,3403,1763,1640,16540,5252,11288,6879,3510,3369
nct of delhi,tamil nadu,54622,27652,26970,18591,15837,2754,276,232,44,668,446,222,7375,113,7262,2116,1145,971,19630,6483,13147,5966,3396,2570
nct of delhi,puducherry,1189,641,548,391,349,42,12,10,2,33,21,12,162,5,157,33,21,12,416,146,270,142,89,53
nct of delhi,andaman & nicobar islands,740,375,365,182,164,18,4,2,2,15,4,11,54,1,53,14,9,5,342,118,224,129,77,52
